CorrectClass MeanPredictScore PredictClassMax PredictClassTr TrustScore TrustThresholdTr TrustThresholdCurr TrustFlag05 TrustFlagTr TrustFlagCurr FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S7 0.757673 S7 S7 3.030665 4.143308 6.597260 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0664.JPG 0.023187 0.002975 0.003530 0.006606 0.172695 0.016718 0.005347 0.218292 0.005812 0.001835 0.019974 0.017125 0.002057 0.005860 0.001879 0.000819 0.013543 0.000762 0.437892 0.035040 0.008052
S7 0.788119 S7 S7 4.087812 4.143308 6.665860 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0665.JPG 0.008502 0.010364 0.003879 0.007840 0.175100 0.009040 0.007796 0.207835 0.002721 0.000781 0.004353 0.024823 0.001726 0.002931 0.001288 0.000628 0.012346 0.000491 0.454759 0.051994 0.010803
S7 0.938475 S7 S7 3.860816 4.143308 6.744789 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0666.JPG 0.016836 0.004986 0.003700 0.011075 0.133253 0.006927 0.009367 0.202758 0.003038 0.000710 0.003363 0.014511 0.001053 0.011604 0.001867 0.000504 0.006136 0.000532 0.539758 0.022434 0.005585
S7 0.928176 S7 S7 4.052777 4.143308 6.732142 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0667.JPG 0.005481 0.002285 0.002408 0.004263 0.148313 0.002904 0.003894 0.241701 0.002253 0.000598 0.003583 0.012491 0.001020 0.003375 0.001089 0.000348 0.006848 0.000466 0.534689 0.018393 0.003597
S7 0.754822 S13 S13 3.806872 4.143308 6.723019 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0668.JPG 0.022908 0.041606 0.005431 0.011124 0.227309 0.013649 0.023920 0.189579 0.006226 0.001260 0.003142 0.026261 0.003279 0.004604 0.008672 0.003579 0.085378 0.002345 0.093623 0.212342 0.013760
S7 0.452292 S8 S8 1.678643 4.143308 6.726913 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0669.JPG 0.101464 0.055860 0.007060 0.027721 0.184873 0.026882 0.045367 0.185767 0.008121 0.001555 0.004237 0.032957 0.004643 0.007051 0.005561 0.003827 0.034094 0.003022 0.092372 0.147164 0.020402
S7 0.718720 S13 S16 1.076611 4.143308 6.706926 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0670.JPG 0.025290 0.035809 0.008893 0.012615 0.221742 0.012055 0.020025 0.209846 0.006841 0.001407 0.004945 0.027126 0.005873 0.007167 0.019047 0.002850 0.065226 0.002295 0.141914 0.153424 0.015609
S7 0.577592 S13 S16 2.153907 4.143308 6.643537 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0671.JPG 0.058421 0.008216 0.005991 0.004859 0.257707 0.007772 0.026702 0.217454 0.007165 0.001458 0.006833 0.031866 0.004280 0.003352 0.015133 0.001725 0.056779 0.001265 0.155646 0.117611 0.009765
S7 0.557124 S7 S16 0.837113 4.143308 6.734948 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0672.JPG 0.105885 0.004167 0.003602 0.007142 0.179473 0.009947 0.034842 0.194870 0.008321 0.001523 0.006482 0.037496 0.003346 0.004266 0.007224 0.001432 0.045818 0.001139 0.257435 0.076548 0.009043
S7 0.455156 S7 S7 3.114437 4.143308 6.739543 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0673.JPG 0.028495 0.007722 0.009247 0.009202 0.217870 0.006240 0.017541 0.211797 0.009919 0.002443 0.008664 0.031377 0.008575 0.011474 0.008250 0.001491 0.069479 0.001452 0.239878 0.084761 0.014124
S7 0.719153 S7 S7 3.374919 4.143308 6.747382 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0674.JPG 0.010567 0.013852 0.011538 0.013044 0.195759 0.011419 0.021893 0.166274 0.007192 0.004079 0.005083 0.016885 0.005187 0.008029 0.004030 0.001251 0.015353 0.002167 0.325516 0.153965 0.006916
S7 0.572025 S7 S7 3.217690 4.143308 6.748172 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0675.JPG 0.033189 0.007027 0.010188 0.016291 0.192571 0.057273 0.023503 0.157391 0.010043 0.004000 0.010147 0.026049 0.004327 0.007560 0.011567 0.002273 0.027448 0.002638 0.333214 0.054136 0.009165
S7 0.760210 S7 S7 3.968982 4.143308 6.736207 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0676.JPG 0.008029 0.009546 0.007059 0.012978 0.195175 0.004936 0.009695 0.173237 0.007096 0.002982 0.006150 0.014305 0.007329 0.010597 0.007844 0.001193 0.023694 0.001914 0.359910 0.129237 0.007093
S7 0.646544 S13 S13 3.151758 4.143308 6.741386 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0677.JPG 0.027543 0.022467 0.005458 0.007260 0.280315 0.013104 0.017488 0.286782 0.003492 0.000866 0.002781 0.014758 0.002369 0.004353 0.003438 0.002434 0.049786 0.001224 0.186913 0.058359 0.008810
S7 0.558684 S7 S16 2.182718 4.143308 6.725830 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0678.JPG 0.083974 0.030459 0.004929 0.010233 0.178436 0.008294 0.028183 0.262172 0.004513 0.000911 0.002644 0.014407 0.003283 0.006351 0.002901 0.002525 0.020258 0.001613 0.282070 0.042400 0.009442
S7 0.605583 S7 S16 3.116354 4.143308 6.703296 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0679.JPG 0.021040 0.009399 0.006617 0.004336 0.210762 0.007147 0.010371 0.300419 0.003467 0.000871 0.002702 0.009750 0.002241 0.004269 0.002845 0.001300 0.025822 0.000943 0.347727 0.023735 0.004237
S7 0.494545 S7 S8 3.778346 4.143308 6.713312 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0680.JPG 0.014573 0.017072 0.002742 0.006258 0.168337 0.006594 0.005337 0.170903 0.009021 0.002248 0.002967 0.033274 0.002748 0.001730 0.007299 0.002091 0.068730 0.002628 0.192472 0.277152 0.005825
S7 0.358543 S7 S13 1.429807 4.143308 6.771962 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0681.JPG 0.055574 0.016422 0.004779 0.037856 0.164389 0.024791 0.020046 0.161626 0.018222 0.002989 0.005175 0.062602 0.003539 0.005382 0.013429 0.002517 0.047257 0.002990 0.145009 0.187788 0.017619
S7 0.527495 S7 S8 2.338533 4.143308 6.869983 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0682.JPG 0.015010 0.017458 0.003700 0.008914 0.148390 0.005773 0.006852 0.187064 0.006394 0.001229 0.002920 0.034491 0.003195 0.003200 0.025789 0.001677 0.034646 0.001948 0.233801 0.249852 0.007697
S7 0.678538 S13 S13 3.016374 4.143308 6.968453 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0683.JPG 0.096648 0.002266 0.002176 0.003159 0.292539 0.016386 0.008819 0.254976 0.003213 0.002163 0.026316 0.012466 0.001571 0.002623 0.002132 0.001029 0.008852 0.000530 0.244272 0.011593 0.006272
S7 0.770940 S7 S1 1.246877 4.143308 6.983755 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0684.JPG 0.147812 0.002205 0.001510 0.002646 0.145833 0.019588 0.013791 0.254166 0.002704 0.000689 0.023490 0.008885 0.001824 0.001842 0.002361 0.000745 0.010503 0.000764 0.342526 0.009509 0.006605
S7 0.657351 S7 S16 3.075329 4.143308 6.999770 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0685.JPG 0.058456 0.001983 0.003522 0.004901 0.195560 0.009620 0.007715 0.238775 0.004288 0.001511 0.036140 0.011813 0.002797 0.005901 0.003238 0.000922 0.013553 0.000805 0.382108 0.010843 0.005551
S7 0.705562 S7 S7 3.715041 4.143308 6.995298 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0686.JPG 0.011549 0.009654 0.005919 0.005056 0.270273 0.006972 0.009985 0.236055 0.006260 0.001412 0.005575 0.018309 0.002316 0.005431 0.001688 0.000732 0.011486 0.001477 0.335267 0.043909 0.010674
S7 0.746497 S7 S7 2.990551 4.143308 6.997888 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0687.JPG 0.012002 0.008025 0.003922 0.005743 0.169380 0.009914 0.014629 0.240976 0.004980 0.001004 0.003943 0.020471 0.002358 0.004195 0.001743 0.000661 0.009225 0.001047 0.428496 0.042309 0.014977
S7 0.877462 S7 S7 4.280199 4.143308 6.999404 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0688.JPG 0.004957 0.003039 0.003732 0.003166 0.246791 0.007014 0.003940 0.243705 0.002911 0.000766 0.006336 0.015903 0.001658 0.004398 0.002047 0.000355 0.006699 0.000602 0.419272 0.014559 0.008149
S7 0.809681 S13 S13 3.209256 4.143308 6.997646 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0689.JPG 0.028329 0.018187 0.008230 0.010093 0.246794 0.010182 0.020699 0.218075 0.003415 0.000780 0.003217 0.020413 0.002700 0.005000 0.005544 0.002452 0.044976 0.001320 0.186136 0.156704 0.006755
S7 0.596913 S7 S16 2.026284 4.143308 6.982747 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0690.JPG 0.101191 0.040017 0.005954 0.018424 0.159996 0.008301 0.037113 0.236237 0.004833 0.001004 0.003032 0.022396 0.002724 0.009834 0.003868 0.002635 0.020084 0.001802 0.271603 0.041983 0.006969
S7 0.688153 S7 S16 3.083804 4.143308 6.990358 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0691.JPG 0.032612 0.004668 0.039177 0.006901 0.164151 0.010164 0.014807 0.209485 0.003508 0.000901 0.004742 0.015334 0.003727 0.008167 0.007826 0.001312 0.016693 0.001998 0.405621 0.041656 0.006550
S7 0.753754 S7 S7 4.065324 4.143308 7.004241 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0692.JPG 0.038522 0.003853 0.006043 0.006608 0.188280 0.006256 0.013416 0.175960 0.004771 0.001541 0.008150 0.015655 0.002934 0.003679 0.003713 0.001068 0.010759 0.000836 0.417402 0.084179 0.006374
S7 0.909217 S7 S7 3.085939 4.143308 6.996833 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0693.JPG 0.117180 0.003100 0.003662 0.005854 0.087841 0.007513 0.023370 0.197519 0.005067 0.001014 0.006825 0.014755 0.002785 0.005576 0.004542 0.000865 0.009445 0.001235 0.458871 0.038199 0.004783
S7 0.696025 S7 S16 2.904414 4.143308 6.988844 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0694.JPG 0.021333 0.002999 0.020457 0.002772 0.113871 0.006460 0.007634 0.237908 0.005036 0.001341 0.012159 0.020157 0.002197 0.005736 0.006762 0.001162 0.008968 0.001507 0.499025 0.015998 0.006516
S7 0.818673 S7 S7 4.844316 4.143308 6.985363 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0695.JPG 0.005434 0.003544 0.003018 0.011018 0.179703 0.009649 0.014659 0.202059 0.004594 0.001016 0.006360 0.012841 0.002786 0.006802 0.002194 0.000509 0.005408 0.000818 0.501486 0.023115 0.002987
S7 0.892037 S7 S7 3.807989 4.143308 6.984136 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0696.JPG 0.079406 0.002739 0.002936 0.005521 0.138316 0.012545 0.020249 0.233270 0.006288 0.001312 0.005607 0.014567 0.001543 0.005838 0.003545 0.001082 0.011015 0.001127 0.441439 0.008539 0.003115
S7 0.849249 S7 S7 2.874782 4.143308 6.991589 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0697.JPG 0.005253 0.002778 0.002568 0.010418 0.171078 0.003699 0.007861 0.201078 0.004786 0.001211 0.006426 0.014083 0.002793 0.010474 0.002451 0.000504 0.006723 0.000895 0.511599 0.029756 0.003565
S7 0.587636 S13 S13 3.901542 4.143308 7.003219 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0698.JPG 0.029283 0.009217 0.007389 0.004719 0.253925 0.011379 0.011486 0.303552 0.002811 0.001337 0.003011 0.013001 0.001994 0.003404 0.001909 0.001527 0.024692 0.000833 0.270335 0.038142 0.006057
S7 0.631533 S7 S13 1.276908 4.143308 7.002614 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0699.JPG 0.067643 0.010006 0.004572 0.005260 0.152445 0.012322 0.014551 0.283969 0.003570 0.001224 0.003239 0.017066 0.002543 0.005104 0.002363 0.001283 0.011880 0.001171 0.362829 0.029289 0.007672
S7 0.726869 S7 S7 3.796145 4.143308 7.003767 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0700.JPG 0.011829 0.004454 0.004146 0.003386 0.191137 0.006524 0.006177 0.297177 0.002296 0.000935 0.002581 0.010607 0.001837 0.003607 0.001588 0.000759 0.012742 0.000628 0.416973 0.017598 0.003020
S7 0.661512 S7 S8 3.838924 4.143308 6.999007 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0701.JPG 0.006289 0.007986 0.002248 0.005322 0.192660 0.002427 0.004627 0.156264 0.004117 0.000674 0.001571 0.018541 0.001729 0.001286 0.005883 0.001135 0.067875 0.000764 0.244276 0.269941 0.004386
S7 0.690569 S7 S13 2.481283 4.143308 6.989635 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0702.JPG 0.068697 0.005954 0.004326 0.028994 0.151179 0.009537 0.013632 0.149397 0.016565 0.001405 0.003752 0.031766 0.003220 0.006568 0.009351 0.001575 0.032669 0.001533 0.329800 0.121353 0.008727
S7 0.676370 S13 S7 2.915186 4.143308 7.006587 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0703.JPG 0.007049 0.006999 0.003317 0.010572 0.197275 0.004013 0.006122 0.173741 0.004295 0.000801 0.002741 0.023980 0.002791 0.003672 0.013328 0.000818 0.037201 0.001105 0.286356 0.207339 0.006485
S7 0.700288 S7 S13 2.238341 4.143308 6.989421 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0704.JPG 0.039926 0.003651 0.002805 0.007280 0.248583 0.008438 0.009266 0.192714 0.003155 0.001101 0.040572 0.013760 0.002155 0.004108 0.002668 0.001209 0.013457 0.000527 0.348996 0.050252 0.005378
S7 0.893818 S7 S7 3.085365 4.143308 6.997850 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0705.JPG 0.117846 0.002649 0.002274 0.004742 0.122186 0.014234 0.020467 0.225062 0.003500 0.000838 0.010852 0.010086 0.002336 0.004003 0.002913 0.000794 0.008976 0.000986 0.420926 0.020002 0.004328
S7 0.766897 S7 S7 3.030328 4.143308 7.001165 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0706.JPG 0.046250 0.003384 0.002490 0.009689 0.186802 0.004614 0.006897 0.205037 0.003781 0.001297 0.018041 0.015506 0.003062 0.006807 0.002308 0.000863 0.013550 0.000572 0.445229 0.018355 0.005469
S7 0.854103 S7 S7 3.909865 4.143308 7.006408 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0707.JPG 0.006416 0.003034 0.003175 0.006655 0.234640 0.004973 0.007089 0.183025 0.002797 0.000791 0.003817 0.015287 0.001222 0.002824 0.001475 0.000447 0.006907 0.000533 0.433555 0.076939 0.004397
S7 0.900540 S7 S7 3.102469 4.143308 6.998024 0 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0708.JPG 0.010460 0.004152 0.003524 0.013905 0.145904 0.010094 0.008850 0.193183 0.004192 0.000812 0.004370 0.019194 0.001146 0.011354 0.001669 0.000576 0.014728 0.000676 0.518934 0.025979 0.006297
S7 0.825786 S7 S7 4.126590 4.143308 7.002185 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK2/DSC_0709.JPG 0.004446 0.002880 0.003442 0.006903 0.190506 0.004009 0.004069 0.176705 0.003400 0.000752 0.004184 0.019832 0.001528 0.005700 0.001889 0.000443 0.009841 0.000697 0.484282 0.067821 0.006672
S7 0.997078 S7 S7 4.078126 4.143308 6.996131 1 0 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0377.JPG 0.000072 0.000012 0.000088 0.000264 0.000088 0.000057 0.000163 0.000118 0.000325 0.000216 0.001229 0.000186 0.000285 0.000132 0.000128 0.000051 0.000132 0.000054 0.918380 0.077960 0.000060
S7 0.999103 S7 S7 5.945143 4.143308 7.003591 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0378.JPG 0.000042 0.000007 0.000078 0.000106 0.000065 0.000076 0.000031 0.000057 0.000357 0.000421 0.004024 0.000184 0.000346 0.000039 0.000173 0.000025 0.000063 0.000049 0.884087 0.109715 0.000056
S7 0.993128 S7 S7 5.439869 4.143308 6.995681 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0379.JPG 0.000026 0.000004 0.000022 0.000169 0.000018 0.000015 0.000029 0.000054 0.000170 0.000168 0.000302 0.000056 0.000071 0.000052 0.000044 0.000019 0.000031 0.000018 0.993128 0.005595 0.000009
S7 0.953758 S7 S7 6.651362 4.143308 6.999893 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0380.JPG 0.000030 0.000005 0.000055 0.000179 0.000043 0.000021 0.000036 0.000041 0.000180 0.000084 0.000293 0.000086 0.000074 0.000145 0.000339 0.000023 0.000053 0.000021 0.953758 0.044509 0.000026
S7 0.947820 S7 S7 7.892488 4.143308 6.999685 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0381.JPG 0.000025 0.000006 0.000131 0.000083 0.000053 0.000057 0.000052 0.000061 0.000657 0.000743 0.002093 0.000254 0.000142 0.000031 0.000953 0.000023 0.000059 0.000025 0.947820 0.046682 0.000047
S7 0.998393 S7 S7 7.200447 4.143308 6.988343 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0382.JPG 0.000043 0.000005 0.000031 0.000131 0.000017 0.000011 0.000044 0.000040 0.000102 0.000075 0.000115 0.000034 0.000044 0.000066 0.000101 0.000015 0.000033 0.000051 0.998393 0.000643 0.000005
S7 0.995566 S7 S7 7.261833 4.143308 6.989207 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0383.JPG 0.000035 0.000006 0.000020 0.000121 0.000027 0.000010 0.000067 0.000036 0.000091 0.000036 0.000116 0.000030 0.000039 0.000089 0.000041 0.000018 0.000051 0.000026 0.995566 0.003565 0.000009
S7 0.981648 S7 S7 7.269219 4.143308 6.988580 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0384.JPG 0.000034 0.000003 0.000037 0.000045 0.000019 0.000015 0.000016 0.000018 0.000192 0.000156 0.001047 0.000065 0.000100 0.000035 0.000097 0.000012 0.000031 0.000014 0.981648 0.016398 0.000019
S7 0.998235 S7 S7 7.164157 4.143308 6.985461 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0385.JPG 0.000027 0.000002 0.000031 0.000044 0.000016 0.000012 0.000074 0.000014 0.000099 0.000107 0.000100 0.000022 0.000052 0.000032 0.000075 0.000005 0.000015 0.000028 0.998235 0.001009 0.000002
S7 0.992720 S7 S7 6.678346 4.143308 6.988996 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0386.JPG 0.000014 0.000001 0.000014 0.000035 0.000011 0.000005 0.000022 0.000009 0.000076 0.000058 0.000133 0.000021 0.000039 0.000024 0.000024 0.000004 0.000013 0.000009 0.992720 0.006764 0.000005
S7 0.969165 S7 S7 7.237818 4.143308 6.984868 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0387.JPG 0.000031 0.000003 0.000044 0.000096 0.000022 0.000030 0.000029 0.000034 0.000204 0.000174 0.000813 0.000059 0.000128 0.000017 0.000042 0.000013 0.000038 0.000024 0.969165 0.029014 0.000021
S7 0.997245 S7 S7 6.944022 4.143308 6.997752 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0388.JPG 0.000031 0.000006 0.000042 0.000162 0.000017 0.000010 0.000035 0.000060 0.000105 0.000222 0.000052 0.000030 0.000061 0.000090 0.000034 0.000016 0.000036 0.000021 0.997245 0.001721 0.000005
S7 0.994449 S7 S7 7.147272 4.143308 6.988740 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0389.JPG 0.000049 0.000008 0.000066 0.000231 0.000023 0.000022 0.000113 0.000103 0.000134 0.000108 0.000065 0.000054 0.000045 0.000064 0.000037 0.000031 0.000065 0.000027 0.994449 0.004292 0.000015
S7 0.960812 S7 S7 7.244763 4.143308 6.992074 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0390.JPG 0.000035 0.000008 0.000089 0.000069 0.000047 0.000055 0.000045 0.000067 0.000637 0.000430 0.001254 0.000292 0.000114 0.000034 0.003522 0.000027 0.000071 0.000025 0.960812 0.032320 0.000050
S7 0.939947 S7 S7 7.225780 4.143308 7.001762 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0391.JPG 0.000034 0.000007 0.000067 0.000085 0.000053 0.000044 0.000037 0.000041 0.000277 0.000109 0.000647 0.000208 0.000161 0.000030 0.005021 0.000024 0.000079 0.000030 0.939947 0.053046 0.000051
S7 0.968601 S7 S7 7.333121 4.143308 7.001380 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0392.JPG 0.000021 0.000004 0.000040 0.000069 0.000055 0.000019 0.000019 0.000018 0.000184 0.000052 0.000299 0.000110 0.000076 0.000028 0.001501 0.000013 0.000044 0.000013 0.968601 0.028811 0.000025
S7 0.999437 S7 S7 7.168093 4.143308 7.003271 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0393.JPG 0.000095 0.000019 0.000145 0.000092 0.000179 0.000211 0.000057 0.000038 0.000557 0.000333 0.019001 0.000395 0.000771 0.000072 0.000622 0.000087 0.000148 0.000113 0.905312 0.071570 0.000183
S7 0.995477 S7 S7 5.740656 4.143308 6.999571 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0394.JPG 0.000050 0.000007 0.000024 0.000164 0.000028 0.000015 0.000065 0.000056 0.000127 0.000051 0.000541 0.000065 0.000092 0.000302 0.000135 0.000023 0.000049 0.000067 0.995477 0.002648 0.000014
S7 0.962640 S7 S7 7.425452 4.143308 6.987036 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0395.JPG 0.000068 0.000010 0.000055 0.000145 0.000076 0.000053 0.000048 0.000039 0.000239 0.000065 0.004005 0.000156 0.000334 0.000377 0.000224 0.000045 0.000089 0.000091 0.962640 0.031174 0.000067
S7 0.999369 S7 S7 6.934141 4.143308 6.983951 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0396.JPG 0.000058 0.000009 0.000065 0.000102 0.000091 0.000127 0.000031 0.000025 0.000560 0.000384 0.014279 0.000267 0.000401 0.000030 0.000217 0.000030 0.000073 0.000071 0.863690 0.119409 0.000081
S7 0.999363 S7 S7 5.815161 4.143308 6.994851 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0397.JPG 0.000066 0.000006 0.000085 0.000180 0.000079 0.000083 0.000055 0.000042 0.000669 0.000275 0.008038 0.000265 0.000389 0.000051 0.000200 0.000039 0.000069 0.000073 0.922045 0.067221 0.000070
S7 0.999516 S7 S7 5.868618 4.143308 6.993761 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0398.JPG 0.000047 0.000007 0.000062 0.000137 0.000076 0.000078 0.000035 0.000028 0.000382 0.000174 0.006541 0.000195 0.000347 0.000042 0.000159 0.000032 0.000061 0.000056 0.877390 0.114085 0.000065
S7 0.999744 S7 S7 5.939058 4.143308 6.990338 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0399.JPG 0.000041 0.000013 0.000151 0.000110 0.000108 0.000186 0.000104 0.000159 0.001617 0.001969 0.007169 0.000704 0.000234 0.000033 0.007253 0.000045 0.000129 0.000056 0.886754 0.093058 0.000108
S7 0.999394 S7 S7 6.532546 4.143308 6.986448 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0400.JPG 0.000027 0.000006 0.000103 0.000147 0.000042 0.000051 0.000046 0.000042 0.000278 0.000225 0.000902 0.000163 0.000125 0.000067 0.001488 0.000022 0.000059 0.000027 0.909018 0.087117 0.000044
S7 0.999385 S7 S7 5.720142 4.143308 6.974988 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0401.JPG 0.000023 0.000005 0.000083 0.000142 0.000055 0.000049 0.000039 0.000037 0.000257 0.000167 0.000713 0.000163 0.000101 0.000069 0.003473 0.000021 0.000058 0.000021 0.885100 0.109383 0.000042
S7 0.999480 S7 S7 6.244100 4.143308 6.987585 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0402.JPG 0.000180 0.000030 0.000114 0.000124 0.000253 0.000315 0.000071 0.000053 0.000927 0.000451 0.032539 0.000557 0.000782 0.000051 0.000542 0.000128 0.000191 0.000193 0.870519 0.091743 0.000238
S7 0.989460 S7 S7 6.223173 4.143308 6.985944 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0403.JPG 0.000055 0.000006 0.000032 0.000103 0.000036 0.000019 0.000040 0.000029 0.000340 0.000081 0.002637 0.000080 0.000147 0.000041 0.000183 0.000028 0.000056 0.000074 0.989460 0.006526 0.000025
S7 0.971926 S7 S7 7.070572 4.143308 6.979053 1 1 1 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0404.JPG 0.000043 0.000006 0.000028 0.000096 0.000046 0.000023 0.000036 0.000020 0.000286 0.000048 0.002257 0.000088 0.000174 0.000059 0.000092 0.000026 0.000062 0.000049 0.971926 0.024598 0.000035
S7 0.968240 S7 S7 6.748551 4.143308 6.974641 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0406.JPG 0.000044 0.000004 0.000042 0.000083 0.000038 0.000027 0.000031 0.000023 0.000432 0.000159 0.002534 0.000122 0.000180 0.000035 0.000107 0.000022 0.000047 0.000032 0.968240 0.027767 0.000033
S7 0.999528 S7 S7 6.639446 4.143308 6.992004 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0407.JPG 0.000050 0.000005 0.000050 0.000118 0.000052 0.000037 0.000033 0.000035 0.000370 0.000109 0.002183 0.000132 0.000193 0.000040 0.000113 0.000028 0.000063 0.000033 0.913742 0.082573 0.000044
S7 0.999048 S7 S7 5.840593 4.143308 6.984243 1 1 0 /home/sielicki/data/BC2_1072x712/S7/S7MK3/DSC_0408.JPG 0.000106 0.000018 0.000087 0.000165 0.000155 0.000342 0.000064 0.000178 0.000785 0.000838 0.031189 0.000378 0.000617 0.000065 0.000279 0.000066 0.000141 0.000148 0.860404 0.103813 0.000161
